name,cmc,color_identity,type_line,rarity,power,toughness,keywords,set_type,oracle_text_length,year_released,is_reprint,is_reserved,num_colors,is_creature,is_legendary,card_age_days,edhrec_rank
Vulshok War Boar,4.0,R,Creature — Boar Beast,uncommon,5,5,,expansion,92,2004,False,False,1,True,False,6935,23250
Endoskeleton,2.0,,Artifact,uncommon,,,,expansion,145,1998,False,False,0,False,False,8878,21705
"Imoen, Mystic Trickster",3.0,U,Legendary Creature — Human Rogue Wizard,uncommon,2,3,Ward,draft_innovation,332,2022,False,False,1,True,True,236,7144
Shimian Night Stalker,5.0,B,Creature — Nightstalker,uncommon,4,4,,masters,129,1995,True,False,1,True,False,10077,23334
Gates of Istfell,0.0,"U,W",Land,uncommon,,,,expansion,144,2021,False,False,2,False,False,726,4719
Gate to the Afterlife,3.0,,Artifact,uncommon,,,,expansion,391,2017,False,False,0,False,False,2105,8014
Aether Sting,4.0,R,Enchantment,uncommon,,,,expansion,88,1999,False,False,1,False,False,8640,10227
Revive the Fallen,2.0,B,Sorcery,uncommon,,,Clash,expansion,304,2008,False,False,1,False,False,5479,18165
Gloomwidow,3.0,G,Creature — Spider,uncommon,3,3,Reach,expansion,54,2016,True,False,1,True,False,2490,18659
Wilderness Elemental,3.0,"G,R",Creature — Elemental,uncommon,*,3,Trample,commander,101,2016,True,False,2,True,False,2273,12447
Zephyr Sentinel,2.0,U,Creature — Human Soldier,uncommon,2,1,"Flying,Flash",expansion,190,2022,False,False,1,True,False,75,15192
Faerie Noble,3.0,G,Creature — Faerie Noble,uncommon,1,2,Flying,masters,121,2009,True,True,1,True,False,4895,20693
Lay Bare the Heart,2.0,B,Sorcery,uncommon,,,,expansion,116,2017,False,False,1,False,False,2105,17502
Guardian of the Gateless,5.0,W,Creature — Angel,uncommon,3,3,Flying,draft_innovation,173,2016,True,False,1,True,False,2350,9442
Snow Fortress,5.0,,Artifact Creature — Wall,uncommon,0,4,Defender,masters,226,2008,True,False,0,True,False,5245,19185
Favored Hoplite,1.0,W,Creature — Human Soldier,uncommon,1,2,Heroic,expansion,163,2013,False,False,1,True,False,3414,12890
Jaddi Lifestrider,5.0,G,Creature — Elemental,uncommon,2,8,,duel_deck,155,2016,True,False,1,True,False,2343,17854
Sorcerer's Broom,2.0,,Artifact Creature — Spirit,uncommon,2,1,,expansion,119,2019,False,False,0,True,False,1216,14449
Thief of Blood,6.0,B,Creature — Vampire,uncommon,1,1,Flying,commander,189,2017,True,False,1,True,False,2063,9392
Vastwood Surge,4.0,G,Sorcery,uncommon,,,Kicker,commander,249,2022,True,False,1,False,False,348,2586
False Defeat,4.0,W,Sorcery,uncommon,,,,masters,67,2009,True,False,1,False,False,4895,14088
Spreading Insurrection,5.0,R,Sorcery,uncommon,,,Storm,draft_innovation,249,2021,False,False,1,False,False,593,9735
Emancipation Angel,3.0,W,Creature — Angel,uncommon,3,3,Flying,draft_innovation,106,2020,True,False,1,True,False,929,7775
Predatory Focus,5.0,G,Sorcery,uncommon,,,,expansion,103,2006,False,False,1,False,False,6207,9961
Curse of Shallow Graves,3.0,B,Enchantment — Aura Curse,uncommon,,,Enchant,commander,160,2013,False,False,1,False,False,3379,6422
Nemesis Mask,3.0,,Artifact — Equipment,uncommon,,,Equip,expansion,230,2004,False,False,0,False,False,6935,7277
"Zar Ojanen, Scion of Efrava",5.0,"G,W",Legendary Creature — Cat Warrior,uncommon,4,4,Domain,expansion,191,2022,False,False,2,True,True,145,13011
Ragamuffyn,3.0,B,Creature — Zombie Cleric,uncommon,2,2,Hellbent,expansion,102,2006,False,False,1,True,False,6116,21644
Eliminate,2.0,B,Instant,uncommon,,,,core,66,2020,False,False,1,False,False,943,5880
Serum Tank,3.0,,Artifact,uncommon,,,,planechase,163,2009,True,False,0,False,False,4898,14194
Elite Scaleguard,5.0,W,Creature — Human Soldier,uncommon,2,3,Bolster,commander,278,2021,True,False,1,True,False,495,4457
Weathered Runestone,2.0,,Artifact,uncommon,,,,expansion,136,2021,False,False,0,False,False,726,5196
Blazing Hellhound,4.0,"B,R",Creature — Elemental Dog,uncommon,4,3,,masters,80,2022,True,False,2,True,False,208,17946
Flames of the Raze-Boar,6.0,R,Instant,uncommon,,,,draft_innovation,218,2020,True,False,1,False,False,929,17913
Cast Down,2.0,B,Instant,uncommon,,,,draft_innovation,37,2022,True,False,1,False,False,236,3154
Wolfkin Outcast // Wedding Crasher,6.0,G,Creature — Human Werewolf // Creature — Werewolf,uncommon,,,"Daybound,Nightbound",expansion,0,2021,False,False,1,True,False,439,8405
Sunset Revelry,2.0,W,Sorcery,uncommon,,,,expansion,209,2021,False,False,1,False,False,495,6949
Collision // Colossus,4.0,"G,R",Instant // Instant,uncommon,,,,expansion,0,2019,False,False,2,False,False,1468,12665
Blighted Cataract,0.0,U,Land,uncommon,,,,commander,71,2021,True,False,1,False,False,649,5997
Kobold Drill Sergeant,2.0,R,Creature — Kobold Soldier,uncommon,1,2,,masters,62,2009,True,False,1,True,False,4895,14537
Voice of Duty,4.0,W,Creature — Angel,uncommon,2,2,"Flying,Protection",expansion,29,1999,False,False,1,True,False,8640,21336
Revered Unicorn,2.0,W,Creature — Unicorn,uncommon,2,3,Cumulative upkeep,expansion,273,1997,False,False,1,True,False,9368,16753
Enraged Giant,6.0,R,Creature — Giant,uncommon,4,4,"Improvise,Haste,Trample",expansion,147,2017,False,False,1,True,False,2203,20867
Viashino Heretic,3.0,R,Creature — Viashino,uncommon,1,3,,expansion,133,1999,False,False,1,True,False,8752,6478
Favorable Destiny,2.0,W,Enchantment — Aura,uncommon,,,Enchant,expansion,201,1996,False,False,1,False,False,9612,14252
Spiteful Returned,2.0,B,Enchantment Creature — Zombie,uncommon,1,1,Bestow,expansion,284,2014,False,False,1,True,False,3281,15187
Verduran Emissary,3.0,"G,R",Creature — Human Wizard,uncommon,2,3,Kicker,duel_deck,187,2010,True,False,2,True,False,4702,13660
Disharmony,3.0,R,Instant,uncommon,,,,masters,172,2009,True,True,1,False,False,4895,21387
Might of the Nephilim,2.0,G,Instant,uncommon,,,,expansion,68,2006,False,False,1,False,False,6116,17238
Famine,5.0,B,Sorcery,uncommon,,,,masters,55,2014,True,False,1,False,False,3152,18543
Orcish Captain,1.0,R,Creature — Orc Warrior,uncommon,1,1,,masters,143,2008,True,False,1,True,False,5245,15345
Slingbow Trap,4.0,G,Instant — Trap,uncommon,,,,expansion,148,2010,False,False,1,False,False,4744,22081
Flanking Troops,4.0,W,Creature — Human Soldier,uncommon,2,2,,starter,62,1999,False,False,1,True,False,8611,23267
Wistful Selkie,3.0,"G,U",Creature — Merfolk Wizard,uncommon,2,2,,commander,56,2015,True,False,2,True,False,2637,15005
Wildfire Cerberus,5.0,R,Creature — Dog,uncommon,4,3,Monstrosity,expansion,222,2014,False,False,1,True,False,3197,17990
Wall of Tombstones,2.0,B,Creature — Wall,uncommon,0,1,Defender,expansion,206,1994,False,False,1,True,False,10472,22676
Labyrinth Champion,4.0,R,Creature — Human Warrior,uncommon,2,2,Heroic,masters,116,2022,True,False,1,True,False,208,15257
Simulacrum,2.0,B,Instant,uncommon,,,,core,156,1995,True,False,1,False,False,10168,14010
Suffocation,2.0,U,Instant,uncommon,,,,expansion,268,1996,False,False,1,False,False,9732,24347
Phoenix Chick,1.0,R,Creature — Phoenix,uncommon,1,1,"Flying,Haste",expansion,230,2022,False,False,1,True,False,145,8172
Balduvian Atrocity,3.0,"B,R",Creature — Phyrexian Berserker,uncommon,2,3,"Menace,Kicker",expansion,301,2022,False,False,2,True,False,145,16428
Ovalchase Dragster,4.0,,Artifact — Vehicle,uncommon,6,1,"Haste,Crew,Trample",expansion,152,2016,False,False,0,False,False,2315,8681
Xenic Poltergeist,3.0,B,Creature — Spirit,uncommon,1,1,,masters,140,2011,True,False,1,True,False,4405,13755
Darkblast,1.0,B,Instant,uncommon,,,"Dredge,Mill",expansion,178,2005,False,False,1,False,False,6326,7457
Void Squall,5.0,U,Sorcery,uncommon,,,Rebound,expansion,228,2015,False,False,1,False,False,2868,20894
Runaway Carriage,4.0,,Artifact Creature — Construct,uncommon,5,6,Trample,expansion,79,2016,False,False,0,True,False,2490,22001
Johtull Wurm,6.0,G,Creature — Wurm,uncommon,6,6,,masters,118,2008,True,False,1,True,False,5245,24036
Spell Burst,1.0,U,Instant,uncommon,,,Buyback,masters,163,2021,True,False,1,False,False,684,7192
Boar Umbra,3.0,G,Enchantment — Aura,uncommon,,,"Totem armor,Enchant",masters,160,2018,True,False,1,False,False,1517,5732
Double Negative,3.0,"R,U",Instant,uncommon,,,,expansion,32,2009,False,False,2,False,False,5025,15598
Ogre's Cleaver,2.0,,Artifact — Equipment,uncommon,,,Equip,expansion,39,2010,False,False,0,False,False,4667,10680
District Guide,3.0,G,Creature — Elf Scout,uncommon,2,2,,expansion,155,2018,False,False,1,True,False,1580,4781
Siren of the Fanged Coast,5.0,U,Creature — Siren,uncommon,1,1,"Flying,Tribute",expansion,234,2014,False,False,1,True,False,3281,17861
"Tatyova, Steward of Tides",3.0,"G,U",Legendary Creature — Merfolk Druid,uncommon,3,3,,expansion,232,2022,False,False,2,True,True,145,8804
"Numa, Joraga Chieftain",3.0,G,Legendary Creature — Elf Warrior,uncommon,2,2,Partner,commander,195,2021,True,False,1,True,True,726,5812
Silvergill Adept,2.0,U,Creature — Merfolk Wizard,uncommon,2,1,,expansion,149,2018,True,False,1,True,False,1839,6758
Sacred Boon,2.0,W,Instant,uncommon,,,,masters,189,2008,True,False,1,False,False,5245,23649
Cry of the Carnarium,3.0,B,Sorcery,uncommon,,,,expansion,190,2019,False,False,1,False,False,1468,14214
Oni Possession,3.0,B,Enchantment — Aura,uncommon,,,Enchant,duel_deck,156,2014,True,False,1,False,False,2980,20614
Heroic Reinforcements,4.0,"R,W",Sorcery,uncommon,,,,masters,149,2022,True,False,2,False,False,208,9984
Wojek Embermage,4.0,R,Creature — Human Wizard,uncommon,1,2,Radiance,expansion,118,2005,False,False,1,True,False,6326,12830
Lead Golem,5.0,,Artifact Creature — Golem,uncommon,3,5,,core,86,1999,True,False,0,True,False,8687,24039
Plasmancer,4.0,B,Artifact Creature — Necron Wizard,uncommon,3,3,"Flying,Dynastic Advisor",commander,157,2022,False,False,1,True,False,117,10731
Jhoira's Toolbox,2.0,,Artifact Creature — Insect,uncommon,1,1,,expansion,41,1999,False,False,0,True,False,8752,13222
Clockwork Steed,4.0,,Artifact Creature — Horse,uncommon,0,3,,masters,423,2008,True,False,0,True,False,5245,20501
Selective Snare,1.0,U,Sorcery,uncommon,,,,expansion,84,2018,False,False,1,False,False,1580,15896
Sludge Strider,4.0,"B,U,W",Artifact Creature — Insect,uncommon,3,3,,planechase,199,2009,True,False,3,True,False,4898,19343
Scandalmonger,4.0,B,Creature — Boar Monger,uncommon,3,3,,expansion,95,1999,False,False,1,True,False,8521,19321
Waterveil Cavern,0.0,"B,U",Land,uncommon,,,,expansion,94,2004,False,False,2,False,False,6697,15348
Woodland Guidance,4.0,G,Sorcery,uncommon,,,Clash,expansion,301,2007,False,False,1,False,False,5591,17065
Prophet of Distortion,1.0,U,Creature — Eldrazi Drone,uncommon,1,2,Devoid,expansion,86,2016,False,False,1,True,False,2567,7439
Scuttletide,2.0,U,Enchantment,uncommon,,,Delirium,draft_innovation,174,2021,False,False,1,False,False,593,10158
Said // Done,7.0,U,Sorcery // Instant,uncommon,,,,draft_innovation,0,2021,False,False,1,False,False,593,9438
Nissa's Judgment,5.0,G,Sorcery,uncommon,,,Support,duel_deck,229,2018,True,False,1,False,False,1762,15442
Bereavement,2.0,B,Enchantment,uncommon,,,,core,63,2001,True,False,1,False,False,7966,19396
Warlock Class,1.0,B,Enchantment — Class,uncommon,,,,expansion,451,2021,False,False,1,False,False,558,3506
"Tormod, the Desecrator",4.0,B,Legendary Creature — Zombie Wizard,uncommon,4,2,Partner,draft_innovation,157,2020,False,False,1,True,True,803,1909
Evangel of Synthesis,2.0,"B,U",Creature — Phyrexian Human Cleric,uncommon,2,3,,expansion,184,2022,False,False,2,True,False,75,19759
Lightning Berserker,1.0,R,Creature — Human Berserker,uncommon,1,1,Dash,expansion,233,2015,False,False,1,True,False,2868,15218
Hazardous Conditions,4.0,"B,G",Sorcery,uncommon,,,,expansion,63,2016,False,False,2,False,False,2315,20481
Bloodsoaked Altar,6.0,B,Artifact,uncommon,,,,core,135,2019,False,False,1,False,False,1300,11936
Blossom Prancer,5.0,G,Creature — Spirit,uncommon,4,4,Reach,expansion,312,2022,False,False,1,True,False,348,12353
Mental Misstep,1.0,U,Instant,uncommon,,,,expansion,86,2011,False,False,1,False,False,4282,459
Chilling Apparition,3.0,B,Creature — Spirit,uncommon,1,1,,expansion,127,2000,False,False,1,True,False,8276,18470
Essence Depleter,3.0,B,Creature — Eldrazi Drone,uncommon,2,3,Devoid,expansion,123,2016,False,False,1,True,False,2567,16992
Hold for Questioning,4.0,U,Enchantment — Aura,uncommon,,,"Investigate,Enchant",draft_innovation,330,2022,False,False,1,False,False,61,17711
Clone Shell,5.0,,Artifact Creature — Shapeshifter,uncommon,2,2,Imprint,masters,303,2020,True,False,0,True,False,908,8289
Paroxysm,2.0,R,Enchantment — Aura,uncommon,,,Enchant,expansion,230,1998,False,False,1,False,False,8997,21961
Flamecast Wheel,1.0,,Artifact,uncommon,,,,expansion,74,2013,False,False,0,False,False,3414,23219
Fae Offering,3.0,G,Enchantment,uncommon,,,,draft_innovation,163,2021,False,False,1,False,False,593,4684
Angry Mob,4.0,W,Creature — Human,uncommon,2+*,2+*,Trample,masters,211,2007,True,False,1,True,False,5623,17128
Paragon of New Dawns,4.0,W,Creature — Human Soldier,uncommon,2,2,,core,168,2014,False,False,1,True,False,3120,11546
"Aron, Benalia's Ruin",3.0,"B,W",Legendary Creature — Phyrexian Human,uncommon,3,3,Menace,expansion,163,2022,False,False,2,True,True,145,8107
Whipflare,2.0,R,Sorcery,uncommon,,,,commander,54,2018,True,False,1,False,False,1699,11392
Valiant Rescuer,2.0,W,Creature — Human Soldier,uncommon,3,1,Cycling,expansion,161,2020,False,False,1,True,False,1013,6068
Markov Retribution,3.0,R,Sorcery,uncommon,,,,expansion,162,2021,False,False,1,False,False,439,14693
Umbral Juke,3.0,B,Instant,uncommon,,,,expansion,134,2021,False,False,1,False,False,649,14549
Curse of Wizardry,4.0,B,Enchantment,uncommon,,,,expansion,139,2010,False,False,1,False,False,4667,12401
Magma Jet,2.0,R,Instant,uncommon,,,Scry,draft_innovation,47,2020,True,False,1,False,False,929,9901
Eyes of the Watcher,3.0,U,Enchantment,uncommon,,,Scry,expansion,219,2004,False,False,1,False,False,6816,12102
Ruham Djinn,6.0,W,Creature — Djinn,uncommon,5,5,First strike,expansion,126,2000,False,False,1,True,False,8157,24410
Intangible Virtue,2.0,W,Enchantment,uncommon,,,,commander,57,2022,True,False,1,False,False,278,844
Shipwreck Singer,2.0,"B,U",Creature — Siren,uncommon,1,2,Flying,draft_innovation,140,2016,True,False,2,True,False,2350,18383
Raging Regisaur,4.0,"G,R",Creature — Dinosaur,uncommon,4,4,,draft_innovation,66,2020,True,False,2,True,False,929,5655
Spectral Bears,2.0,G,Creature — Bear Spirit,uncommon,3,3,,masters,137,2007,True,False,1,True,False,5623,9855
Hollow Warrior,4.0,,Artifact Creature — Golem Warrior,uncommon,4,4,,expansion,206,2000,False,False,0,True,False,8276,24123
Ifnir Deadlands,0.0,B,Land — Desert,uncommon,,,,expansion,167,2017,False,False,1,False,False,2028,5928
Lim-Dûl's High Guard,3.0,B,Creature — Skeleton,uncommon,2,1,First strike,masters,53,2008,True,False,1,True,False,5245,16491
Crackdown Construct,4.0,,Artifact Creature — Construct,uncommon,2,2,,expansion,136,2017,False,False,0,True,False,2203,11659
Kiku's Shadow,2.0,B,Sorcery,uncommon,,,,expansion,58,2005,False,False,1,False,False,6452,17954
Kiri-Onna,5.0,U,Creature — Spirit,uncommon,2,2,,expansion,172,2005,False,False,1,True,False,6452,14979
Needle Storm,3.0,G,Sorcery,uncommon,,,,masters,57,2015,True,False,1,False,False,2828,22573
Joven's Tools,6.0,,Artifact,uncommon,,,,core,69,1997,True,False,0,False,False,9445,21600
Sunscourge Champion,3.0,W,Creature — Human Wizard,uncommon,2,3,Eternalize,expansion,315,2017,False,False,1,True,False,2028,16789
Warping Wail,2.0,,Instant,uncommon,,,,expansion,234,2016,False,False,0,False,False,2567,3234
Brass-Talon Chimera,4.0,,Artifact Creature — Chimera,uncommon,2,2,First strike,expansion,148,1997,False,False,0,True,False,9494,23157
Restless Apparition,3.0,"B,W",Creature — Spirit,uncommon,2,2,Persist,masters,219,2015,True,False,2,True,False,2812,17381
Cateran Summons,1.0,B,Sorcery,uncommon,,,,expansion,96,1999,False,False,1,False,False,8521,11475
Tomb of the Spirit Dragon,0.0,,Land,uncommon,,,,expansion,80,2014,False,False,0,False,False,3050,2561
Marrow Bats,5.0,B,Creature — Bat Skeleton,uncommon,4,1,Flying,commander,42,2013,True,False,1,True,False,3379,17568
Simic Fluxmage,3.0,U,Creature — Merfolk Wizard,uncommon,1,2,Evolve,expansion,253,2013,False,False,1,True,False,3652,15510
Sizzling Soloist,4.0,R,Creature — Human Citizen,uncommon,3,2,Alliance,expansion,276,2022,False,False,1,True,False,278,12676
Curse of Disturbance,3.0,B,Enchantment — Aura Curse,uncommon,,,Enchant,commander,146,2021,True,False,1,False,False,649,2245
Rumbling Aftershocks,5.0,R,Enchantment,uncommon,,,,expansion,145,2010,False,False,1,False,False,4744,22387
Hidden Herbalists,2.0,G,Creature — Human Druid,uncommon,2,2,Revolt,expansion,129,2017,False,False,1,True,False,2203,16374
Roaring Primadox,4.0,G,Creature — Beast,uncommon,4,4,,core,83,2014,True,False,1,True,False,3120,13469
"Gods' Eye, Gate to the Reikai",0.0,,Legendary Land,uncommon,,,,expansion,140,2005,False,False,0,False,True,6571,8332
Fighting Drake,4.0,U,Creature — Drake,uncommon,2,4,Flying,masters,6,2015,True,False,1,True,False,2828,24032
Demogorgon's Clutches,3.0,B,Sorcery,uncommon,,,Mill,expansion,154,2021,False,False,1,False,False,558,10434
Bronze Cudgels,1.0,,Artifact — Equipment,uncommon,,,Equip,expansion,202,2022,False,False,0,False,False,348,13267
Clutch of the Undercity,4.0,"B,U",Instant,uncommon,,,Transmute,expansion,272,2005,False,False,2,False,False,6326,9585
Lineprancers,2.0,G,Creature — Centaur Performer,uncommon,2,2,,funny,290,2022,False,False,1,True,False,117,18571
"Dee Kay, Finder of the Lost",3.0,"B,U",Legendary Creature — Zombie Employee,uncommon,1,4,Open an Attraction,funny,305,2022,False,False,2,True,True,117,15669
Lumberknot,4.0,G,Creature — Treefolk,uncommon,1,1,Hexproof,planechase,152,2016,True,False,1,True,False,2259,11505
Blue Scarab,1.0,W,Enchantment — Aura,uncommon,,,Enchant,expansion,151,1995,False,False,1,False,False,10105,17308
Ravenous Bloodseeker,2.0,R,Creature — Vampire Berserker,uncommon,1,3,,expansion,66,2016,False,False,1,True,False,2490,20651
Jötun Grunt,2.0,W,Creature — Giant Soldier,uncommon,4,4,Cumulative upkeep,commander,245,2011,True,False,1,True,False,4247,16672
Aim High,2.0,G,Instant,uncommon,,,,draft_innovation,109,2018,True,False,1,False,False,1699,12546
Everflowing Chalice,0.0,,Artifact,uncommon,,,Multikicker,draft_innovation,252,2022,True,False,0,False,False,236,200
Ruthless Sniper,1.0,B,Creature — Human Archer,uncommon,1,2,,expansion,105,2017,False,False,1,True,False,2105,11746
Yavimaya Dryad,3.0,G,Creature — Dryad,uncommon,2,1,"Landwalk,Forestwalk",masters,261,2021,True,False,1,True,False,684,4119
Arcane Sanctum,0.0,"B,U,W",Land,uncommon,,,,commander,72,2022,True,False,3,False,False,145,359
Embodiment of Insight,5.0,G,Creature — Elemental,uncommon,4,4,"Vigilance,Landfall",commander,240,2020,True,False,1,True,False,859,5411
Chariot of Victory,3.0,,Artifact — Equipment,uncommon,,,Equip,expansion,65,2014,False,False,0,False,False,3197,5403
Ravenous Vampire,5.0,B,Creature — Vampire,uncommon,3,3,Flying,expansion,169,1996,False,False,1,True,False,9612,23787
Turn into a Pumpkin,4.0,U,Instant,uncommon,,,Adamant,expansion,232,2019,False,False,1,False,False,1216,14664
Zof Consumption // Zof Bloodbog,6.0,B,Sorcery // Land,uncommon,,,,expansion,0,2020,False,False,1,False,False,859,6547
Cursed Land,4.0,B,Enchantment — Aura,uncommon,,,Enchant,core,118,1997,True,False,1,False,False,9445,18583
War Oracle,4.0,W,Creature — Human Cleric,uncommon,3,3,"Lifelink,Renown",core,216,2015,False,False,1,True,False,2756,20926
Seedguide Ash,5.0,G,Creature — Treefolk Druid,uncommon,4,4,,expansion,134,2007,False,False,1,True,False,5591,6146
Tel-Jilad Stylus,1.0,,Artifact,uncommon,,,,expansion,64,2003,False,False,0,False,False,7062,8607
Hidden Stockpile,2.0,"B,W",Enchantment,uncommon,,,"Revolt,Scry",masters,194,2020,True,False,2,False,False,908,4209
"Alharu, Solemn Ritualist",5.0,W,Legendary Creature — Human Monk,uncommon,3,3,Partner,draft_innovation,306,2020,False,False,1,True,True,803,8339
Cathedral Membrane,2.0,W,Artifact Creature — Phyrexian Wall,uncommon,0,3,Defender,expansion,158,2011,False,False,1,True,False,4282,12189
Pestilence,4.0,B,Enchantment,uncommon,,,,core,160,1999,True,False,1,False,False,8687,3676
Deem Worthy,5.0,R,Instant,uncommon,,,Cycling,expansion,181,2017,False,False,1,False,False,2105,13448
Burrenton Forge-Tender,1.0,W,Creature — Kithkin Wizard,uncommon,1,1,Protection,masters,122,2017,True,False,1,True,False,1902,17509
Orcish Mechanics,3.0,R,Creature — Orc,uncommon,1,1,,masters,74,2011,True,False,1,True,False,4405,23325
Astral Slide,3.0,W,Enchantment,uncommon,,,,masters,175,2014,True,False,1,False,False,3152,6811
Sentry of the Underworld,5.0,"B,W",Creature — Griffin Skeleton,uncommon,3,3,"Flying,Vigilance",expansion,74,2013,False,False,2,True,False,3414,21448
Conquer,5.0,R,Enchantment — Aura,uncommon,,,Enchant,masters,40,2008,True,False,1,False,False,5245,20595
Harrier Griffin,6.0,W,Creature — Griffin,uncommon,3,3,Flying,expansion,60,2006,False,False,1,True,False,6207,18816
Derelor,4.0,B,Creature — Thrull,uncommon,4,4,,masters,44,2007,True,False,1,True,False,5623,23408
Valiant Changeling,7.0,W,Creature — Shapeshifter,uncommon,3,3,"Double strike,Changeling",draft_innovation,225,2022,True,False,1,True,False,236,6259
"Loran, Disciple of History",4.0,W,Legendary Creature — Human Artificer,uncommon,3,3,,expansion,170,2022,False,False,1,True,True,75,12698
Bloodcrusher of Khorne,4.0,R,Creature — Demon Knight,uncommon,3,3,"Devastating Charge,Trample",commander,70,2022,False,False,1,True,False,117,7127
Warden of the Beyond,3.0,W,Creature — Human Wizard,uncommon,2,2,Vigilance,core,134,2014,False,False,1,True,False,3120,23710
Twinblade Slasher,1.0,G,Creature — Elf Warrior,uncommon,1,1,Wither,expansion,156,2008,False,False,1,True,False,5304,18849
Bad River,0.0,,Land,uncommon,,,,commander,158,2022,True,False,0,False,False,145,4029
Cabal Ritual,2.0,B,Instant,uncommon,,,Threshold,masters,100,2014,True,False,1,False,False,3152,572
Kithkin Rabble,4.0,W,Creature — Kithkin,uncommon,*,*,Vigilance,expansion,108,2008,False,False,1,True,False,5388,17501
Orzhov Keyrune,3.0,"B,W",Artifact,uncommon,,,,expansion,131,2013,False,False,2,False,False,3652,10342
Fabricate,3.0,U,Sorcery,uncommon,,,,commander,89,2022,True,False,1,False,False,285,373
Oathsworn Vampire,2.0,B,Creature — Vampire Knight,uncommon,2,2,,expansion,129,2018,False,False,1,True,False,1839,6561
Moon-Blessed Cleric,3.0,W,Creature — Human Elf Cleric,uncommon,3,2,,expansion,173,2021,False,False,1,True,False,558,1444
Hotshot Mechanic,1.0,W,Artifact Creature — Fox Pilot,uncommon,2,1,,expansion,67,2022,False,False,1,True,False,348,5937
Ceta Sanctuary,3.0,U,Enchantment,uncommon,,,,expansion,206,2001,False,False,1,False,False,7912,16142
Thassa's Rebuff,2.0,U,Instant,uncommon,,,,expansion,178,2014,False,False,1,False,False,3281,10104
Walking Desecration,3.0,B,Creature — Zombie,uncommon,1,1,,expansion,81,2002,False,False,1,True,False,7422,21696
Aether Figment,2.0,U,Creature — Illusion,uncommon,1,1,Kicker,duel_deck,186,2014,True,False,1,True,False,3246,12192
Impelled Giant,6.0,R,Creature — Giant Warrior,uncommon,3,3,Trample,expansion,174,2008,False,False,1,True,False,5304,19535
Initiate of Blood // Goka the Unjust,4.0,R,Creature — Ogre Shaman // Legendary Creature — Ogre Shaman,uncommon,2,2,,expansion,0,2004,False,False,1,True,True,6697,20519
Aerial Engineer,4.0,"U,W",Creature — Human Artificer,uncommon,2,4,,core,78,2018,False,False,2,True,False,1664,22321
Wei Night Raiders,4.0,B,Creature — Human Soldier,uncommon,2,2,Horsemanship,masters,169,2009,True,False,1,True,False,4895,19931
Ghitu Slinger,3.0,R,Creature — Human Nomad,uncommon,2,2,Echo,masters,238,2016,True,False,1,True,False,2427,21316
Diregraf Captain,3.0,"B,U",Creature — Zombie Soldier,uncommon,2,2,Deathtouch,commander,128,2021,True,False,2,True,False,495,1202
Terra Ravager,4.0,R,Creature — Elemental Beast,uncommon,0,4,,commander,122,2013,False,False,1,True,False,3379,16628
Sunset Pyramid,2.0,,Artifact,uncommon,,,Scry,draft_innovation,155,2020,True,False,0,False,False,803,9695
Bloodline Shaman,2.0,G,Creature — Elf Wizard Shaman,uncommon,1,1,,expansion,179,2002,False,False,1,True,False,7422,13966
Furious Rise,3.0,R,Enchantment,uncommon,,,,core,192,2020,True,False,1,False,False,943,6164
Kird Chieftain,4.0,"G,R",Creature — Ape,uncommon,3,3,,core,211,2014,False,False,2,True,False,3120,11039
Suppress,3.0,B,Sorcery,uncommon,,,,expansion,165,2001,False,False,1,False,False,7912,18261
Oketra's Monument,3.0,,Legendary Artifact,uncommon,,,,commander,147,2022,True,False,0,False,True,145,895
Archon of Falling Stars,6.0,W,Creature — Archon,uncommon,4,4,Flying,expansion,120,2020,False,False,1,True,False,1104,13744
Dragon Mask,3.0,,Artifact,uncommon,,,,core,181,1999,True,False,0,False,False,8687,18775
Muck Drubb,5.0,B,Creature — Beast,uncommon,3,3,"Madness,Flash",masters,269,2021,True,False,1,True,False,684,7077
Chaos Channeler,4.0,R,Creature — Human Shaman,uncommon,4,3,,expansion,288,2021,False,False,1,True,False,558,5098
Flamewright,2.0,"R,W",Creature — Human Artificer,uncommon,1,1,,draft_innovation,164,2014,False,False,2,True,False,3162,15868
Patriar's Seal,3.0,,Artifact,uncommon,,,,draft_innovation,86,2022,False,False,0,False,False,236,1486
Arcbound Javelineer,1.0,W,Artifact Creature — Soldier,uncommon,0,1,Modular,draft_innovation,265,2021,False,False,1,True,False,593,7736
Leshrac's Sigil,2.0,B,Enchantment,uncommon,,,,expansion,209,1995,False,False,1,False,False,10105,9424
Seedcradle Witch,1.0,"G,W",Creature — Elf Shaman,uncommon,1,1,,expansion,77,2008,False,False,2,True,False,5388,12777
Powerleech,2.0,G,Enchantment,uncommon,,,,expansion,156,1994,False,True,1,False,False,10561,14264
Vampiric Rites,1.0,B,Enchantment,uncommon,,,,masters,62,2022,True,False,1,False,False,208,1567
Rampaging Growth,4.0,G,Instant,uncommon,,,,draft_innovation,183,2022,False,False,1,False,False,61,16062
Pus Kami,7.0,B,Creature — Spirit,uncommon,3,3,Soulshift,expansion,191,2005,False,False,1,True,False,6571,16701
Irresistible Prey,1.0,G,Sorcery,uncommon,,,,draft_innovation,63,2020,True,False,1,False,False,929,8536
Trip Noose,2.0,,Artifact,uncommon,,,,duel_deck,30,2010,True,False,0,False,False,4534,20857
